other_income,interest_income,business_income,emp_income
0,0,0,339580
0,0,0,247800
0,0,0,248724
0,0,0,280470
0,0,0,324000
0,0,0,303270
0,0,0,306780
0,0,0,309110
0,0,0,325287.5
0,0,0,316625
0,0,0,341470
0,0,0,305448
0,0,0,310632.56
0,0,0,330000
0,0,0,304640
0,0,0,324509
0,0,0,288000
0,0,0,264596
0,0,0,330801.52
0,0,0,250748
0,0,0,268221.19
0,0,0,346000
0,0,0,304840
0,0,0,279656
0,0,0,261700
0,0,0,326556.43
0,0,0,261543
0,0,0,290548.32
0,0,0,325068
0,0,0,269000
0,0,0,254065.02
0,0,0,314301
0,0,0,276340
0,0,0,296718.11
0,0,0,314938
0,0,0,268508.96
0,0,0,340000
0,0,0,272162.96
0,0,0,264452
0,0,0,341000
0,0,0,267856.92
0,0,0,309375.3
0,0,0,309684
0,0,0,253854
0,0,0,342920
0,0,0,322403.25
0,0,0,273737.47
0,0,0,249611
0,0,0,251550.78
0,0,0,346950
0,0,0,298622
0,0,0,300340
0,0,0,275009.47
0,0,0,320000
0,0,0,329470
0,0,0,321528
0,0,0,287940
0,0,0,281960
0,0,0,318425.62
0,0,0,328447.61
0,0,0,303000
0,0,0,260000
0,0,0,313931.72
0,0,0,311890.05
0,0,0,346486
0,0,0,258436
0,0,0,320978.9
0,0,0,312240
0,0,0,264000
0,0,0,249280
0,0,0,336000
0,0,0,330276.86
0,0,0,319119
0,0,0,251066
0,0,0,281468
0,0,0,294441
0,0,0,323030
0,0,0,339355
0,0,0,340570
0,0,0,261885.53
0,0,0,316273.98
0,0,0,294006
0,0,0,333142.98
0,0,0,344086
0,0,0,332750
0,0,0,300000
0,0,0,253674
0,0,0,300720
0,0,0,265330.2
0,0,0,284289.5
0,0,0,310571.67
0,0,0,250000
0,0,0,273200
0,0,0,300500
0,0,0,324923.63
0,0,0,327000
0,0,0,315000
0,0,0,334066.87
0,0,0,278216
0,0,0,247074
0,0,0,264009.76
0,0,0,268157.58
0,0,0,332080
0,0,0,287663
0,0,0,330000
0,0,0,283200
0,0,0,344904.47
0,0,0,302927
0,0,0,320850
0,0,0,270000
0,0,0,333500
0,0,0,329282
0,0,0,327125.07
0,0,0,334453.09
0,0,0,310708.8
0,0,0,330000
0,0,0,294002.79
0,0,0,347705.53
0,0,0,279166
0,0,0,328286
0,0,0,300000
0,0,0,327298.99
0,0,0,305296.37
0,0,0,335365
0,0,0,340380
0,0,0,321517.86
0,0,0,348076.85
0,0,0,261333.33
0,0,0,270000
0,0,0,270000
0,0,0,336636.52
0,0,0,251255
0,0,0,279730
0,0,0,335233
0,0,0,253964.06
0,0,0,314176
0,0,0,347859
0,0,0,349379.26
0,0,0,306732
0,0,0,300000
0,0,0,313000
0,0,0,250866
0,0,0,318769
0,0,0,260800
0,0,0,276000
0,0,0,279166
0,0,0,291648
0,0,0,280525
0,0,0,342430
0,0,0,324000
0,0,0,301059.83
0,0,0,324000
0,0,0,250000
0,0,0,323286
0,0,0,347338
0,0,0,341458
0,0,0,334115
0,0,0,328742.45
0,0,0,252678.31
0,0,0,264606.45
0,0,0,280190
0,0,0,286920
0,0,0,322980
0,0,0,310500
0,0,0,292587.6
0,0,0,336150
0,0,0,312012.56
0,0,0,258500
0,0,0,273782.45
0,0,0,346471.89
0,0,0,256158.76
0,0,0,301535.62
0,0,0,258387.1
0,0,0,302520
0,0,0,271188
0,0,0,280000
0,0,0,308967
0,0,0,255820
0,0,0,280150
0,0,0,339580
0,0,0,294740
0,0,0,309319.47
0,0,0,275000
0,0,0,300000
0,0,0,291721.19
0,0,0,259395
0,0,0,270541
0,0,0,281808
0,0,0,296466
0,0,0,247460
0,0,0,270001
0,0,0,291048
0,0,0,324000
0,0,0,347118
0,0,0,257636.56
0,0,0,321424
0,0,0,340557.22
0,0,0,328551
0,0,0,258884.81
0,0,0,309580
0,0,0,318820
0,0,0,282290
0,0,0,263180
0,0,0,288000
0,0,0,311000
0,0,0,323092.03
0,0,0,340743.48
0,0,0,251140
0,0,0,278775
0,0,0,328295
0,0,0,268357.46
0,0,0,271085.94
0,0,0,317808.54
0,0,0,292764
0,0,0,328562.23
0,0,0,261294
0,0,0,291600
0,0,0,297130
0,0,0,310828
0,0,0,281476.15
0,0,0,282226.21
0,0,0,300000
0,0,0,348833
0,0,0,296225
0,0,0,298780
0,0,0,308459
0,0,0,264281.26
0,0,0,315014
0,0,0,340078.2
0,0,0,335000
0,0,0,251530
0,0,0,277945.2
0,0,0,302808
0,0,0,294094
0,0,0,331694.67
0,0,0,323599.47
0,0,0,298215
0,0,0,345244
0,0,0,284350
0,0,0,307277.64
0,0,0,251400
0,0,0,266467.15
0,0,0,258387.2
0,0,0,312519.96
0,0,0,251493
0,0,0,291780
0,0,0,272395
0,0,0,284350
0,0,0,258300
0,0,0,251400
0,0,0,300608
0,0,0,269690.22
0,0,0,318000
0,0,0,252610
0,0,0,296095
0,0,0,273363.81
0,0,0,334320
0,0,0,291981.53
0,0,0,323330
0,0,0,264000
0,0,0,327508
0,0,0,252764.38
0,0,0,281400
0,0,0,280000
0,0,0,325374.88
0,0,0,301370
0,0,0,254717.54
0,0,0,293970.54
0,0,0,287400
0,0,0,282780.33
0,0,0,289190
0,0,0,343580
0,0,0,252819.85
0,0,0,306364
0,0,0,337480
0,0,0,325260
0,0,0,281633
0,0,0,332460
0,0,0,324564
0,0,0,346778.28
0,0,0,319811.4
0,0,0,334600
0,0,0,306185
0,0,0,340032
0,0,0,340466.64
0,0,0,264000
0,0,0,300000
0,0,0,333966
0,0,0,307772
0,0,0,337480
0,0,0,300000
0,0,0,328638
0,0,0,335153.91
0,0,0,311710.02
0,0,0,314844
0,0,0,322204
0,0,0,299000
0,0,0,344582.82
0,0,0,273290
0,0,0,291500
0,0,0,302611
0,0,0,321620
0,0,0,329071
0,0,0,284421
0,0,0,310179
0,0,0,322307.8
0,0,0,281980
0,0,0,285318.68
0,0,0,250000
0,0,0,268920
0,0,0,256779
0,0,0,273846
0,0,0,255144
0,0,0,315000
0,0,0,321505
0,0,0,316000
0,0,0,270000
0,0,0,301530.37
0,0,0,325824.39
0,0,0,280020.58
0,0,0,294570.5
0,0,0,293548
0,0,0,348749
0,0,0,343752
0,0,0,292680
0,0,0,300125.53
0,0,0,331919.99
0,0,0,312500
0,0,0,284500
0,0,0,288606
0,0,0,265116
0,0,0,253077
0,0,0,300000
0,0,0,292141.55
0,0,0,273820
0,0,0,298650
0,0,0,262198
0,0,0,292860
0,0,0,336294
0,0,0,265155
0,0,0,280990
0,0,0,329254.71
0,0,0,336748.65
0,0,0,348497.24
0,0,0,248347.84
0,0,0,328451
0,0,0,313801
0,0,0,276990
0,0,0,252000
0,0,0,339580
0,0,0,349350
0,0,0,307412.56
0,0,0,313749.7
0,0,0,316189
0,0,0,307194
0,0,0,294419.62
0,0,0,334109
0,0,0,300000
0,0,0,253463.42
0,0,0,262356
0,0,0,303270
0,0,0,298780
0,0,0,282055
0,0,0,319860
0,0,0,309677
0,0,0,322634
0,0,0,293148
0,0,0,310113
0,0,0,298780
0,0,0,343100
0,0,0,323950
0,0,0,276000
0,0,0,308860
0,0,0,262405
0,0,0,344000
0,0,0,335880
0,0,0,319056
0,0,0,315950
0,0,0,251911
0,0,0,276118.65
0,0,0,295218
0,0,0,290400
0,0,0,276000
0,0,0,291721.56
0,0,0,279730
0,0,0,341666.67
0,0,0,320000
0,0,0,335880
0,0,0,348540
0,0,0,309760.03
0,0,0,249000
0,0,0,325552
0,0,0,316228.87
0,0,0,293038
0,0,0,302039.6
0,0,0,286250
0,0,0,262274.04
0,0,0,280000
0,0,0,342582
0,0,0,271239.31
0,0,0,257000
0,0,0,272531
0,0,0,312700.47
0,0,0,334695
306546.6667,306546.6667,0,0
0,0,0,266312
0,0,0,336156
0,0,0,296245.96
0,0,0,313945.16
0,0,0,318820
0,0,0,272138.47
0,0,0,342000
0,0,0,282060
0,0,0,316008
0,0,0,276000
0,0,0,280330
0,0,0,250504
0,0,0,322158
0,0,0,272610
0,0,0,310747
0,0,0,329000
0,0,0,337964
0,0,0,300530
0,0,0,314060
0,0,0,262224
0,0,0,328440
0,0,0,267568.7
0,0,0,319037
0,0,0,318218
0,0,0,295656
0,0,0,276000
0,0,0,348340
0,0,0,260355.56
0,0,0,262348
301160,301160,0,0
0,0,0,253724.08
0,0,0,285800
0,0,0,293531.9
0,0,0,339186
0,0,0,324910
0,0,0,264000
0,0,0,267079.59
0,0,0,347060
0,0,0,334920
0,0,0,315112.36
0,0,0,322044
0,0,0,318810
0,0,0,276025
0,0,0,321059.24
0,0,0,254336
0,0,0,318000
0,0,0,263010
0,0,0,348000
0,0,0,284247.93
0,0,0,268806.04
0,0,0,288000
0,0,0,319624
0,0,0,297262
0,0,0,338232.1
0,0,0,262080
0,0,0,304680
0,0,0,336396.2
0,0,0,262734
0,0,0,249390
0,0,0,280260
0,0,0,292418.66
0,0,0,260001
0,0,0,313837
0,0,0,247426.67
0,0,0,284735
0,0,0,330552
0,0,0,311464
0,0,0,319798
0,0,0,265105
0,0,0,274917.14
0,0,0,283355
0,0,0,308194.18
0,0,0,252160
0,0,0,323112
325413.3333,325413.3333,0,0
0,0,0,273240
0,0,0,343180
0,0,0,272100
0,0,0,279975
0,0,0,289507.9
0,0,0,275128.44
0,0,0,335880
0,0,0,293280
0,0,0,312000
0,0,0,340206
0,0,0,263162.69
0,0,0,345732.83
0,0,0,316410
0,0,0,300000
0,0,0,267216.03
0,0,0,285474
0,0,0,312127
0,0,0,291087
0,0,0,301240
0,0,0,261960
0,0,0,266800
0,0,0,247434
0,0,0,279730
0,0,0,342000
0,0,0,292680
0,0,0,284247.25
0,0,0,334747.9
0,0,0,278576
0,0,0,273600
0,0,0,265414
0,0,0,312000
0,0,0,296760
0,0,0,322160
0,0,0,292000
0,0,0,318064
0,0,0,344000
0,0,0,300000
0,0,0,295235
0,0,0,301469
0,0,0,340164.58
0,0,0,322358
0,0,0,300820
0,0,0,291336
0,0,0,310708
0,0,0,274614.4
0,0,0,300000
0,0,0,278893
0,0,0,337480
0,0,0,267539
0,0,0,264752.89
0,0,0,257300
0,0,0,309000
0,0,0,298780
0,0,0,276825.45
0,0,0,295500
0,0,0,271800
0,0,0,312584.43
0,0,0,318000
0,0,0,331044
0,0,0,335806.45
0,0,0,268200
0,0,0,323798.74
0,0,0,250000
0,0,0,298780
0,0,0,269700
311546.6667,311546.6667,0,0
0,0,0,314320
0,0,0,328420.88
0,0,0,255120
0,0,0,305565
0,0,0,343651
0,0,0,263490
0,0,0,256180
0,0,0,342980
0,0,0,345979
0,0,0,340500
0,0,0,265354.23
0,0,0,325000
0,0,0,254984
0,0,0,305712
0,0,0,275000
0,0,0,303646.16
0,0,0,270623
0,0,0,275295
0,0,0,279066.38
0,0,0,281202
0,0,0,346849.3
0,0,0,333000
0,0,0,317150.96
0,0,0,286285
0,0,0,347396.7
0,0,0,279680.65
0,0,0,270000
0,0,0,335000
0,0,0,285000
0,0,0,324420
0,0,0,266000
0,0,0,277584
0,0,0,318280
0,0,0,307477
0,0,0,329864.22
0,0,0,342344.33
0,0,0,348683
0,0,0,347310
0,0,0,275000
0,0,0,306000
0,0,0,322500
0,0,0,348000
0,0,0,300000
0,0,0,251310
276280,276280,0,0
0,0,0,307584
0,0,0,254556
0,0,0,336140
0,0,0,275000
0,0,0,283494.73
0,0,0,345847.82
0,0,0,299497
0,0,0,336650
0,0,0,302517
0,0,0,311219
0,0,0,265390
0,0,0,303316
0,0,0,300000
0,0,0,256994.83
0,0,0,317470
0,0,0,335940
0,0,0,249390
0,0,0,290888.93
0,0,0,329848.19
0,0,0,320942.01
0,0,0,309300
0,0,0,300046.61
0,0,0,307717
0,0,0,300000
0,0,0,295736
0,0,0,293000
0,0,0,276000
0,0,0,346760
0,0,0,276670
0,0,0,251963
0,0,0,280800
0,0,0,266614
0,0,0,288000
0,0,0,275000
0,0,0,276180
0,0,0,270623
0,0,0,287142
0,0,0,336298
0,0,0,321038.96
0,0,0,248751
0,0,0,249750
0,0,0,327980
0,0,0,321350
0,0,0,319219
0,0,0,260341
0,0,0,335633.04
0,0,0,319311.05
0,0,0,252000
0,0,0,274882
0,0,0,307184
0,0,0,300000
0,0,0,256393
0,0,0,326750
0,0,0,252000
0,0,0,276079.81
0,0,0,290720
0,0,0,251786
0,0,0,333978
0,0,0,301962
0,0,0,328260
0,0,0,311560
0,0,0,339730
333166.6667,333166.6667,0,0
0,0,0,270690
0,0,0,307449
0,0,0,272390
0,0,0,300820
0,0,0,250167
268093.3333,268093.3333,0,0
0,0,0,265700
0,0,0,283152
0,0,0,300000
0,0,0,334688
0,0,0,258000
0,0,0,285960
0,0,0,287765.94
0,0,0,275021
0,0,0,302405
0,0,0,274999.02
0,0,0,254404
0,0,0,276000
0,0,0,293253.79
0,0,0,291950
0,0,0,253544.48
0,0,0,342640
0,0,0,279744.5
0,0,0,252447.66
0,0,0,279730
0,0,0,329028
0,0,0,293670
0,0,0,321990
0,0,0,249521.11
0,0,0,248920
0,0,0,317000
0,0,0,263667
0,0,0,317651
0,0,0,290000
0,0,0,263765
0,0,0,251140
0,0,0,343000
0,0,0,336000
0,0,0,264000
0,0,0,327002
0,0,0,332005
299713.3333,299713.3333,0,0
0,0,0,271163
0,0,0,299778
0,0,0,256104
0,0,0,266300
0,0,0,337040
0,0,0,303441.08
0,0,0,266800
0,0,0,264000
0,0,0,303220
0,0,0,294817.54
0,0,0,264000
0,0,0,268184
0,0,0,341904
0,0,0,256719.05
0,0,0,274896.86
0,0,0,281858.89
0,0,0,267688.53
0,0,0,327000
0,0,0,317905
0,0,0,312718
0,0,0,316988
0,0,0,285120
0,0,0,324450
0,0,0,302530
312960,312960,0,0
0,0,0,261306
0,0,0,334199
0,0,0,317874
0,0,0,284773
0,0,0,332040
0,0,0,283453.92
0,0,0,325755.82
0,0,0,253369.64
0,0,0,295294
0,0,0,292680
0,0,0,262000
0,0,0,319893.58
0,0,0,331778
0,0,0,343345.26
0,0,0,299802.46
0,0,0,300000
0,0,0,271422.6
0,0,0,317500
0,0,0,276379.48
0,0,0,280578.36
0,0,0,327110.44
0,0,0,288764.18
0,0,0,305568
0,0,0,340862.98
0,0,0,263963
0,0,0,248460.66
0,0,0,248216.1
0,0,0,298780
0,0,0,307567
0,0,0,258886
0,0,0,323717.36
0,0,0,277008
0,0,0,260854.11
0,0,0,279416.65
0,0,0,348000
0,0,0,279000
0,0,0,325392.9
0,0,0,336269
0,0,0,253000
0,0,0,307673.63
0,0,0,342000
0,0,0,337480
0,0,0,324784
0,0,0,259435
0,0,0,313285.59
0,0,0,273000
0,0,0,339000
0,0,0,339580
0,0,0,255780
0,0,0,260797
0,0,0,335964
0,0,0,291119.65
0,0,0,292163.95
0,0,0,309613
0,0,0,374770.4
0,0,0,440274
0,0,0,378178
0,0,0,401940
0,0,0,386584
0,0,0,363693.51
0,0,0,387848.95
0,0,0,350771
0,0,0,409824
0,0,0,410378.6
0,0,0,432854
0,0,0,415180
0,0,0,420000
0,0,0,412790
0,0,0,425886
0,0,0,350539
0,0,0,373879.16
0,0,0,401000
0,0,0,387656.35
0,0,0,359220
0,0,0,391639.4
0,0,0,465784
0,0,0,462000
0,0,0,458504
0,0,0,438884
0,0,0,365000
0,0,0,375017
0,0,0,373480
0,0,0,440889
0,0,0,420000
0,0,0,351310
0,0,0,361830
0,0,0,378459.06
0,0,0,360604
0,0,0,399563.7
0,0,0,454806
0,0,0,419001
0,0,0,387500
0,0,0,415395
0,0,0,393540
0,0,0,355891.52
0,0,0,393434
0,0,0,440974
0,0,0,442341
0,0,0,355120
0,0,0,355847
0,0,0,413220
0,0,0,390830.05
0,0,0,399721
0,0,0,371013
0,0,0,444000
0,0,0,447316
0,0,0,450385
0,0,0,419411
0,0,0,462601
0,0,0,445572
0,0,0,394820
0,0,0,350768.74
0,0,0,399800
0,0,0,404972
0,0,0,360169.39
0,0,0,384000
0,0,0,467096.79
0,0,0,400183
0,0,0,364324
0,0,0,387605.19
0,0,0,358200
0,0,0,378180
0,0,0,367883.53
0,0,0,378598
0,0,0,380115
0,0,0,409559.6
0,0,0,449946
0,0,0,418396
0,0,0,387680
0,0,0,407920
0,0,0,456145
0,0,0,361038
0,0,0,399800
0,0,0,465082
0,0,0,379288
0,0,0,396130
0,0,0,408908.84
0,0,0,371779.35
0,0,0,409109
0,0,0,466849.8
0,0,0,462470
0,0,0,376360
0,0,0,431500
0,0,0,452500
0,0,0,464368
0,0,0,356858
0,0,0,464000
0,0,0,417952
0,0,0,360000
0,0,0,388018
0,0,0,451545.56
0,0,0,361774
0,0,0,385329
0,0,0,360000
0,0,0,405282
0,0,0,441445
0,0,0,362381
0,0,0,386584
0,0,0,358441
0,0,0,396000
0,0,0,350800
0,0,0,412463
0,0,0,460780
0,0,0,352239.96
0,0,0,457412
0,0,0,438884
0,0,0,403105.93
0,0,0,386584
0,0,0,439428
0,0,0,387941
0,0,0,411171
0,0,0,436830
0,0,0,463964
0,0,0,353859
0,0,0,400000
0,0,0,408501
0,0,0,386584
0,0,0,426320
0,0,0,414258.97
0,0,0,353317
0,0,0,403340
0,0,0,365074.84
0,0,0,465784
0,0,0,438958.4
0,0,0,443005
0,0,0,463964
0,0,0,427337
0,0,0,391378.03
0,0,0,396780
0,0,0,464000
0,0,0,409500
0,0,0,399370
0,0,0,420000
0,0,0,380989
0,0,0,386750
0,0,0,393201.4
0,0,0,367570
0,0,0,361774
0,0,0,397510
0,0,0,443292
0,0,0,355560
0,0,0,354848.32
0,0,0,456000
0,0,0,413391.68
0,0,0,449050
0,0,0,373957
0,0,0,356088
0,0,0,376500
0,0,0,455438
0,0,0,415180
0,0,0,393080
0,0,0,401000
0,0,0,454000
0,0,0,390420
0,0,0,454193
0,0,0,465327
0,0,0,467020
0,0,0,450680
0,0,0,439059
0,0,0,360000
0,0,0,422540.7
0,0,0,439929
0,0,0,396000
0,0,0,360000
0,0,0,381800
0,0,0,386584
0,0,0,447297
0,0,0,402939
0,0,0,426000
0,0,0,440974
0,0,0,419186.3
0,0,0,428790
0,0,0,378178
0,0,0,387288
0,0,0,396296
0,0,0,382432
0,0,0,363820
0,0,0,385980
0,0,0,452029
0,0,0,465784
0,0,0,400104
0,0,0,379172
0,0,0,386824.87
0,0,0,407785.9
0,0,0,385435
0,0,0,406800
0,0,0,467020
0,0,0,463755
0,0,0,421324
0,0,0,440673.05
0,0,0,461632
0,0,0,360000
0,0,0,409365
0,0,0,360729
0,0,0,389575.52
0,0,0,409253.16
0,0,0,385000
0,0,0,360988
0,0,0,386584
0,0,0,465000
0,0,0,378028.6
0,0,0,362227
0,0,0,380608
0,0,0,385980
0,0,0,450000
0,0,0,419080
0,0,0,417400
0,0,0,414993.88
0,0,0,458269
0,0,0,353260
0,0,0,424286.7
0,0,0,368010
0,0,0,461997
0,0,0,380060
0,0,0,383720
0,0,0,446130
0,0,0,394500
0,0,0,386584
0,0,0,406960
0,0,0,423036
0,0,0,372003
0,0,0,364739.2
0,0,0,437660
0,0,0,385774.2
0,0,0,457752
0,0,0,465327
0,0,0,361771
0,0,0,393900
0,0,0,401970.5
0,0,0,445488
0,0,0,360641.94
0,0,0,457030
0,0,0,441804
0,0,0,420671
0,0,0,364863
0,0,0,399460
0,0,0,425904.67
0,0,0,448563
0,0,0,424500
0,0,0,382432
0,0,0,458512
0,0,0,443829
0,0,0,356659.9
0,0,0,436726.98
0,0,0,390000
0,0,0,390652
0,0,0,457420
0,0,0,465784
0,0,0,375338.32
0,0,0,393434
0,0,0,382320
0,0,0,358000
0,0,0,383072
0,0,0,365232
0,0,0,426016
0,0,0,449725
0,0,0,393399.11
0,0,0,386584
0,0,0,378178
0,0,0,390124
0,0,0,400183.4
0,0,0,425828.8
0,0,0,405000
0,0,0,456940
0,0,0,368525
0,0,0,440974
0,0,0,368724
0,0,0,450000
0,0,0,390370
0,0,0,440458.7
0,0,0,436360
0,0,0,449152
0,0,0,420220
0,0,0,443350
0,0,0,372590
0,0,0,388223
0,0,0,436900
0,0,0,409800
0,0,0,412000
0,0,0,396483
0,0,0,416694
0,0,0,461627.87
0,0,0,399150
0,0,0,464085.2
0,0,0,420000
0,0,0,416718.75
0,0,0,350793
0,0,0,386584
0,0,0,380370
0,0,0,443291
0,0,0,415180
0,0,0,432000
0,0,0,459875
0,0,0,361774
0,0,0,405690
0,0,0,424310
0,0,0,450000
0,0,0,410400
0,0,0,436403.8
0,0,0,351593
0,0,0,399920.4
0,0,0,378528
0,0,0,407400
0,0,0,454166
0,0,0,399228
0,0,0,416619.3
0,0,0,444358
0,0,0,360729
0,0,0,362256
0,0,0,374964
0,0,0,458512
0,0,0,364270
0,0,0,412360
0,0,0,426184
0,0,0,362618.22
0,0,0,355000
0,0,0,402000
0,0,0,368860
0,0,0,375639
0,0,0,391248
0,0,0,353938
0,0,0,391702
0,0,0,444928
0,0,0,412780
0,0,0,378260
0,0,0,360000
0,0,0,363924
0,0,0,351810
0,0,0,420000
0,0,0,444187
0,0,0,451840
0,0,0,465333.35
0,0,0,373625
0,0,0,354165.75
0,0,0,393157
0,0,0,433491.2
0,0,0,454800
0,0,0,424550
0,0,0,407200
0,0,0,464500
0,0,0,465000
0,0,0,420832
0,0,0,360871.11
0,0,0,415180
0,0,0,385000
0,0,0,360000
0,0,0,355408
0,0,0,380800
0,0,0,428416
461066.6667,461066.6667,0,0
0,0,0,372000
0,0,0,389700
0,0,0,352280.2
0,0,0,367500
0,0,0,457378.8
0,0,0,430041.7
0,0,0,385980
0,0,0,398368.54
0,0,0,376000
0,0,0,420000
0,0,0,398139
0,0,0,386584
0,0,0,455160
0,0,0,457378
0,0,0,461632
0,0,0,388515
0,0,0,424176
0,0,0,450980
0,0,0,364536
0,0,0,383732
0,0,0,381000
0,0,0,384384
0,0,0,447740.84
0,0,0,457863
0,0,0,370843
0,0,0,407986
0,0,0,462247
0,0,0,440307
0,0,0,363238.14
0,0,0,430515.85
0,0,0,416750
0,0,0,370792
0,0,0,363743.46
0,0,0,436130
0,0,0,465664
0,0,0,455417.2
0,0,0,463900
0,0,0,466216
0,0,0,429000
0,0,0,401466
0,0,0,376365
0,0,0,408358
0,0,0,446582
0,0,0,402009
0,0,0,414241.76
0,0,0,449152
0,0,0,390522.19
0,0,0,367188
0,0,0,465784
0,0,0,357318.18
0,0,0,420000
0,0,0,447470
0,0,0,468000
0,0,0,416065.11
0,0,0,445740
0,0,0,361830
0,0,0,421498
0,0,0,411899
0,0,0,440458.7
0,0,0,384864.37
0,0,0,400000
0,0,0,353367
0,0,0,444740
0,0,0,383449.22
0,0,0,438650
0,0,0,415061.83
0,0,0,412790.6
0,0,0,465784
0,0,0,456929.4
0,0,0,460787
0,0,0,380650
0,0,0,359684
0,0,0,390375
0,0,0,444000
0,0,0,420000
0,0,0,393210
0,0,0,409995
0,0,0,465875
0,0,0,402000
0,0,0,456776
0,0,0,430150
0,0,0,363259
0,0,0,423000
0,0,0,405227.86
0,0,0,378178
0,0,0,440808
0,0,0,388343
0,0,0,373962
0,0,0,395150
0,0,0,361151
0,0,0,363065
0,0,0,398131.42
0,0,0,386584
0,0,0,398790
0,0,0,410688
0,0,0,463620
0,0,0,365438
0,0,0,387740.6
0,0,0,360000
0,0,0,430577
0,0,0,380954
0,0,0,366320
0,0,0,399228.96
0,0,0,383050
0,0,0,360000
0,0,0,402312.4
0,0,0,419706.3
0,0,0,461632
0,0,0,438884
0,0,0,418800
0,0,0,449152
0,0,0,399423
0,0,0,410029.14
0,0,0,362455
0,0,0,392650
0,0,0,386584
0,0,0,383680.3
0,0,0,449572
0,0,0,445351
0,0,0,439267
0,0,0,426160
0,0,0,428555.11
0,0,0,378794.17
0,0,0,388516
0,0,0,467184.2
0,0,0,374670
386006.6667,386006.6667,0,0
0,0,0,357580
0,0,0,467198.79
0,0,0,412751.15
0,0,0,433353
0,0,0,436100.62
0,0,0,440974
0,0,0,351350.23
0,0,0,370002.5
0,0,0,467306
0,0,0,451236
0,0,0,462014
0,0,0,448050
0,0,0,364097
0,0,0,451753.86
0,0,0,379088.04
0,0,0,438684.2
0,0,0,400000
0,0,0,440974
0,0,0,385674
0,0,0,385410
0,0,0,380068.83
0,0,0,461201
0,0,0,420010.94
0,0,0,360000
0,0,0,412842
0,0,0,427468
0,0,0,419133
0,0,0,370709.56
0,0,0,386506
0,0,0,395148
0,0,0,463964
0,0,0,452476.59
0,0,0,453970
0,0,0,384048
0,0,0,410090
0,0,0,370000
0,0,0,402700
0,0,0,390730
0,0,0,431609.01
0,0,0,441515
0,0,0,412963
0,0,0,357960.52
0,0,0,372786.99
0,0,0,429652.8
0,0,0,461326.52
0,0,0,398520
0,0,0,374780
0,0,0,416419
0,0,0,400000
0,0,0,364820
0,0,0,394270
0,0,0,369022.17
0,0,0,377955
0,0,0,384007
0,0,0,386584
0,0,0,401084.54
0,0,0,426000
0,0,0,361025
0,0,0,437470
0,0,0,360000
424186.6667,424186.6667,0,0
0,0,0,457378
0,0,0,403404
0,0,0,431500
0,0,0,463964
0,0,0,403342.08
0,0,0,429510
0,0,0,458512
0,0,0,387536
0,0,0,359684
0,0,0,414836.57
0,0,0,420000
0,0,0,416800
0,0,0,398790
0,0,0,390619.05
0,0,0,447920.17
0,0,0,402000
0,0,0,353989.1
0,0,0,386520
0,0,0,453970
0,0,0,362044
0,0,0,359547.13
0,0,0,413750
0,0,0,457550
0,0,0,390750.26
0,0,0,457270
0,0,0,357318.18
0,0,0,358680
0,0,0,403588.68
0,0,0,386584
0,0,0,439363.21
0,0,0,443490.48
0,0,0,415180
0,0,0,416290
0,0,0,409584.19
0,0,0,450031.17
0,0,0,383582
0,0,0,456878
0,0,0,409820
0,0,0,461632
0,0,0,441036
0,0,0,422980
0,0,0,465784
0,0,0,403387.53
0,0,0,457186
0,0,0,436314.75
0,0,0,444131.6
0,0,0,444455.56
0,0,0,371702
0,0,0,361571
0,0,0,407140
0,0,0,453760
0,0,0,378902.96
0,0,0,429108.29
429793.3333,429793.3333,0,0
0,0,0,390484
0,0,0,460140
0,0,0,390484
0,0,0,350100
0,0,0,425636.13
0,0,0,358988.05
0,0,0,455160
0,0,0,361774
0,0,0,404480.4
0,0,0,462708.8
0,0,0,372000
0,0,0,394540
0,0,0,465784
0,0,0,357600
0,0,0,361470
0,0,0,449875
0,0,0,420000
0,0,0,440000
0,0,0,414000
0,0,0,422202.88
0,0,0,408000
0,0,0,460000
0,0,0,451552
0,0,0,361774
0,0,0,382414.46
0,0,0,359916
0,0,0,364811
0,0,0,372400
0,0,0,371000
0,0,0,393380
0,0,0,465327
0,0,0,446130
0,0,0,405601.95
0,0,0,358731
0,0,0,456338
0,0,0,363126.03
0,0,0,438398
400233.3333,400233.3333,0,0
0,0,0,370843
0,0,0,360000
0,0,0,415180
0,0,0,426294.1
0,0,0,389368.28
0,0,0,457378
0,0,0,462470
0,0,0,457378
0,0,0,386584
0,0,0,425886.45
0,0,0,378925
0,0,0,361774
0,0,0,419246
0,0,0,461572
0,0,0,408144
0,0,0,446666.4
0,0,0,408242.01
0,0,0,386584
0,0,0,430930
0,0,0,456000
0,0,0,443658
0,0,0,461130
0,0,0,399800
0,0,0,415640
0,0,0,428208
0,0,0,360000
0,0,0,383645
0,0,0,420000
0,0,0,360000
0,0,0,440974
0,0,0,464231.28
0,0,0,440944
0,0,0,397301.2
0,0,0,429811.2
0,0,0,423369.42
0,0,0,432000
0,0,0,460130
0,0,0,437953
0,0,0,365892
0,0,0,425607
0,0,0,468000
0,0,0,390832
0,0,0,420048.28
0,0,0,437527.08
0,0,0,468120
0,0,0,465784
0,0,0,426010
0,0,0,450576.84
0,0,0,409170
0,0,0,420000
0,0,0,420000
0,0,0,432115
0,0,0,393409
